Category,SUB Category,Item Name,CAPACITY,Unit,Supplier,List Price,Discount,DP,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
Metal Box,1,Metal Box 800*1300*350 HMI PANEL 2PUMP 20HP 2VFD,20,Nos,DB INDUSTRIES ,16000,0,16000,,,,
Metal Box,1,METAL BOX 700*1000*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,15000,0,15000,,,,
Metal Box,1,METAL BOX 800*1200*320 HMI 3 PUMP 10PH WITH BYPASS,,Nos,DB INDUSTRIES ,16000,0,16000,,,,
Metal Box,1, 2 PUMP COMPARTMENTAL PANEL 1500x1000x400,,Nos,DB INDUSTRIES ,35000,0,35000,,,,
Metal Box,1, 2 PUMP COMPARTMENTAL PANEL,,Nos,DB INDUSTRIES ,25000,0,25000,,,,
Metal Box,1,Metal Box 800*1300*400 HMI PANEL 2PUMP 12.5HP 2VFD,12.5,Nos,DB INDUSTRIES ,17000,0,17000,,,,
METAL BOX,1,7.5HP AND 10 HP OUTDOOR PANEL BOX ,7.5,Nos,DB INDUSTRIES ,8000,0,8000,,,,
METAL BOX,VFD,1000(H)X850(W)X320(D) 15HP 4 VFD,15,NOS,DB INDUSTRIES ,15000,0,15000,,,,
METAL BOX,VFD,1500(H)X1000(W)X320(D) 15HP 6 VFD,15,NOS,DB INDUSTRIES ,40000,0,40000,,,,
METAL BOX,VFD,1500(H)X1000(W)X320(D) 20HP 3 VFD,20,NOS,DB INDUSTRIES ,35000,0,35000,,,,
METAL BOX,VFD,1500(H)X1000(W)X320(D) 25HP 3 VFD,25,NOS,DB INDUSTRIES ,30000,0,30000,,,,
METAL BOX,VFD,1500(H)X1000(W)X320(D) 35HP 2 VFD,35,NOS,DB INDUSTRIES ,35000,0,35000,,,,
METAL BOX,BOX,8 PUMP 4 VFD METAL BOX,,NOS,DB INDUSTRIES ,35000,0,35000,,,,
,CLOCK,REAL TIME CLOCK ,,NOS,,2000,,2000,,,,
PUSH BUTTON,BUTTON,START /STOP PUSH BUTTON,,NOS,,150,0,150,,,,
,PANEL,CP2P_1HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200,0,15200,,1276,57+GST ,
,PANEL,CP2P_2HP_INDOOR_DLC_CONTROL_PANEL ,,NOS,SAARK,15200,0,15200,,,,
VFD,VFD,FC-051 7.5KW 10 HP DANFOSS VFD,7.5,NOS,DANFOSS,26375,0,26375,,,,
METAL BOX,VFD,1500(H)X1000(W)X320(D)  6 VFD,,NOS,DB INDUSTRIES ,20000,0,20000,,,,
METAL BOX,PANEL,METAL BOX 40 HP 3 VFD COMPARTMENT PANEL ,40,NOS,DB INDUSTRIES ,40000,0,40000,,,,
VFD,V,"55KW, 75HP 106AMP ,380-480V ",106,NOS,INNODRIVES DANFOSS,143245.2,0,143245.2,,,,
METAL BOX,PANEL,METAL BOX 75 HP 3 VFD COMPARTMENT PANEL ,75,NOS,DB INDUSTRIES ,70000,0,70000,,,,
Lugs,,LUGS 35 SQMM PIN COPPER,35,Nos,Anuroop,60,0,60,,,,
Lugs,,LUGS 35 SQMM RING COPPER,35,Nos,Anuroop,90,30,63,,,,
Wire,,WIRE 35 SQMM RED,35,Meter,Thakur,1375,50,687.5,,,,
Wire,,WIRE 35 SQMM YELLOW,35,Meter,Thakur,1375,50,687.5,,,,
Wire,,WIRE 35 SQMM BLUE,35,Meter,Thakur,1375,50,687.5,,,,
Wire,,WIRE 35 SQMM BLACK,35,Meter,Thakur,1375,50,687.5,,,,
Wire,,WIRE 35 SQMM GREY,35,Meter,Thakur,1375,50,687.5,,,,
LV510300,MCCB 3P,16A Three Pole MCCB,16,NOS,25 kA,13420,60,5368,,,,
LV510301,MCCB 3P,25A Three Pole MCCB,25,NOS,25 kA,13420,60,5368,,,,
LV510302,MCCB 3P,32A Three Pole MCCB,32,NOS,25 kA,13420,60,5368,,,,
LV510303,MCCB 3P,40A Three Pole MCCB,40,NOS,25 kA,13420,60,5368,,,,
LV510304,MCCB 3P,50A Three Pole MCCB,50,NOS,25 kA,13420,60,5368,,,,
LV510305,MCCB 3P,63A Three Pole MCCB,63,NOS,25 kA,13420,60,5368,,,,
LV510306,MCCB 3P,80A Three Pole MCCB,80,NOS,25 kA,13420,60,5368,,,,
LV510307,MCCB 3P,100A Three Pole MCCB,100,NOS,25 kA,13420,60,5368,,,,
LV516302,MCCB 3P,125A Three Pole MCCB,125,NOS,25 kA,19750,60,7900,,,,
LV516303,MCCB 3P,160A Three Pole MCCB,160,NOS,25 kA,25780,60,10312,,,,
LV525302,MCCB 3P,200A Three Pole MCCB,200,NOS,25 kA,34120,60,13648,,,,
LV525303,MCCB 3P,250A Three Pole MCCB,250,NOS,25 kA,39930,60,15972,,,,
LV510310,MCCB 3P,16A Four Pole MCCB,16,NOS,25 kA,18680,60,7472,,,,
LV510311,MCCB 3P,25A Four Pole MCCB,25,NOS,25 kA,18680,60,7472,,,,
LV510312,MCCB 3P,32A Four Pole MCCB,32,NOS,25 kA,18680,60,7472,,,,
LV510313,MCCB 3P,40A Four Pole MCCB,40,NOS,25 kA,18680,60,7472,,,,
LV510314,MCCB 3P,50A Four Pole MCCB,50,NOS,25 kA,18680,60,7472,,,,
LV510315,MCCB 3P,63A Four Pole MCCB,63,NOS,25 kA,18680,60,7472,,,,
LV510316,MCCB 3P,80A Four Pole MCCB,80,NOS,25 kA,18680,60,7472,,,,
LV510317,MCCB 3P,100A Four Pole MCCB,100,NOS,25 kA,18680,60,7472,,,,
LV516312,MCCB 3P,125A Four Pole MCCB,125,NOS,25 kA,24170,60,9668,,,,
LV516313,MCCB 3P,160A Four Pole MCCB,160,NOS,25 kA,30890,60,12356,,,43445,68
LV525312,MCCB 3P,200A Four Pole MCCB,200,NOS,25 kA,42650,60,17060,,,,
LV525313,MCCB 3P,250A Four Pole MCCB,250,NOS,25 kA,48850,60,19540,,,,
LV510330,MCCB 3P,16A Three Pole MCCB,16,NOS,36 kA,18380,60,7352,,,,
LV510331,MCCB 3P,25A Three Pole MCCB,25,NOS,36 kA,18380,60,7352,,,,
LV510332,MCCB 3P,32A Three Pole MCCB,32,NOS,36 kA,18380,60,7352,,,,
LV510333,MCCB 3P,40A Three Pole MCCB,40,NOS,36 kA,18380,60,7352,,,,
LV510334,MCCB 3P,50A Three Pole MCCB,50,NOS,36 kA,18380,60,7352,,,,
LV510335,MCCB 3P,63A Three Pole MCCB,63,NOS,36 kA,18380,60,7352,,,,
LV510336,MCCB 3P,80A Three Pole MCCB,80,NOS,36 kA,18380,60,7352,,,,
LV510337,MCCB 3P,100A Three Pole MCCB,100,NOS,36 kA,18380,60,7352,,,,
LV516332,MCCB 3P,125A Three Pole MCCB,125,NOS,36 kA,20380,60,8152,,,,
LV516333,MCCB 3P,160A Three Pole MCCB,160,NOS,36 kA,27000,60,10800,,,,
LV525332,MCCB 3P,200A Three Pole MCCB,200,NOS,36 kA,38890,60,15556,,,,
LV525333,MCCB 3P,250A Three Pole MCCB,250,NOS,36 kA,43140,60,17256,,,,
LV540305,MCCB 3P,320A Three Pole MCCB,320,NOS,36 kA,58970,60,23588,,,,
LV540306,MCCB 3P,400A Three Pole MCCB,400,NOS,36 kA,59320,60,23728,,,,
LV563305,MCCB 3P,500A Three Pole MCCB,500,NOS,36 kA,67250,60,26900,,,,
LV563307,MCCB 3P,630A Three Pole MCCB,630,NOS,36 kA,77000,60,30800,,,,
LV510340,MCCB 3P,16A Four Pole MCCB,16,NOS,36 kA,22940,60,9176,,,,
LV510341,MCCB 3P,25A Four Pole MCCB,25,NOS,36 kA,22940,60,9176,,,,
LV510342,MCCB 3P,32A Four Pole MCCB,32,NOS,36 kA,22940,60,9176,,,,
LV510343,MCCB 3P,40A Four Pole MCCB,40,NOS,36 kA,22940,60,9176,,,,
LV510344,MCCB 3P,50A Four Pole MCCB,50,NOS,36 kA,22940,60,9176,,,,
LV510345,MCCB 3P,63A Four Pole MCCB,63,NOS,36 kA,22940,60,9176,,,,
LV510346,MCCB 3P,80A Four Pole MCCB,80,NOS,36 kA,22940,60,9176,,,,
LV510347,MCCB 3P,100A Four Pole MCCB,100,NOS,36 kA,22940,60,9176,,,,
LV516342,MCCB 3P,125A Four Pole MCCB,125,NOS,36 kA,25310,60,10124,,,,
LV516343,MCCB 3P,160A Four Pole MCCB,160,NOS,36 kA,32170,60,12868,,,,
LV525342,MCCB 3P,200A Four Pole MCCB,200,NOS,36 kA,48190,60,19276,,,,
LV525343,MCCB 3P,250A Four Pole MCCB,250,NOS,36 kA,53380,60,21352,,,,
LV540308,MCCB 3P,320A Four Pole MCCB,320,NOS,36 kA,73170,60,29268,,,,
LV540309,MCCB 3P,400A Four Pole MCCB,400,NOS,36 kA,73820,60,29528,,,,
LV563308,MCCB 3P,500A Four Pole MCCB,500,NOS,36 kA,85170,60,34068,,,,
LV563310,MCCB 3P,630A Four Pole MCCB,630,NOS,36 kA,97180,60,38872,,,,
LV510470,MCCB 3P,16A Three Pole MCCB,16,NOS,50 kA,24920,60,9968,,,,
LV510471,MCCB 3P,25A Three Pole MCCB,25,NOS,50 kA,24920,60,9968,,,,
LV510472,MCCB 3P,32A Three Pole MCCB,32,NOS,50 kA,24920,60,9968,,,,
LV510473,MCCB 3P,40A Three Pole MCCB,40,NOS,50 kA,24920,60,9968,,,,
LV510474,MCCB 3P,50A Three Pole MCCB,50,NOS,50 kA,24920,60,9968,,,,
LV510475,MCCB 3P,63A Three Pole MCCB,63,NOS,50 kA,24920,60,9968,,,,
LV510476,MCCB 3P,80A Three Pole MCCB,80,NOS,50 kA,24920,60,9968,,,,
LV510477,MCCB 3P,100A Three Pole MCCB,100,NOS,50 kA,24920,60,9968,,,,
LV516462,MCCB 3P,125A Three Pole MCCB,125,NOS,50 kA,32400,60,12960,,,,
LV516463,MCCB 3P,160A Three Pole MCCB,160,NOS,50 kA,35060,60,14024,,,,
LV525452,MCCB 3P,200A Three Pole MCCB,200,NOS,50 kA,45370,60,18148,,,,
LV525453,MCCB 3P,250A Three Pole MCCB,250,NOS,50 kA,48790,60,19516,,,,
LV540315,MCCB 3P,320A Three Pole MCCB,320,NOS,50 kA,63890,60,25556,,,,
LV540316,MCCB 3P,400A Three Pole MCCB,400,NOS,50 kA,64360,60,25744,,,,
LV563315,MCCB 3P,500A Three Pole MCCB,500,NOS,50 kA,74620,60,29848,,,,
LV563317,MCCB 3P,630A Three Pole MCCB,630,NOS,50 kA,81290,60,32516,,,,
LV510480,MCCB 4P,16A Four Pole MCCB,16,NOS,50 kA,30640,60,12256,,,,
LV510481,MCCB 4P,25A Four Pole MCCB,25,NOS,50 kA,30640,60,12256,,,,
LV510482,MCCB 4P,32A Four Pole MCCB,32,NOS,50 kA,30640,60,12256,,,,
LV510483,MCCB 4P,40A Four Pole MCCB,40,NOS,50 kA,30640,60,12256,,,,
LV510484,MCCB 4P,50A Four Pole MCCB,50,NOS,50 kA,30640,60,12256,,,,
LV510485,MCCB 4P,63A Four Pole MCCB,63,NOS,50 kA,30640,60,12256,,,,
LV510486,MCCB 4P,80A Four Pole MCCB,80,NOS,50 kA,30640,60,12256,,,,
LV510487,MCCB 4P,100A Four Pole MCCB,100,NOS,50 kA,30640,60,12256,,,,
LV516467,MCCB 4P,125A Four Pole MCCB,125,NOS,50 kA,35450,60,14180,,,,
LV516468,MCCB 4P,160A Four Pole MCCB,160,NOS,50 kA,41750,60,16700,,,,
LV525457,MCCB 4P,200A Four Pole MCCB,200,NOS,50 kA,57000,60,22800,,,,
LV525458,MCCB 4P,250A Four Pole MCCB,250,NOS,50 kA,60110,60,24044,,,,
LV540318,MCCB 4P,320A Four Pole MCCB,320,NOS,50 kA,78980,60,31592,,,,
LV540319,MCCB 4P,400A Four Pole MCCB,400,NOS,50 kA,80430,60,32172,,,,
LV563318,MCCB 4P,500A Four Pole MCCB,500,NOS,50 kA,94170,60,37668,,,,
LV563320,MCCB 4P,630A Four Pole MCCB,630,NOS,50 kA,106420,60,42568,,,,
METAL BOX,MB,DLC OUTDOOR BOX 2 PUMP ,,NOS,,3000,0,3000,,,,
MPCB,MPCB 3P,MPCB 6A 3POLE,6,Nos,Satyam,2345,58,984.9,,,,
MPCB,MPCB 3P,MPCB 9A 3POLE,9,Nos,Satyam,2405,58,1010.1,,,,
MPCB,MPCB 3P,MPCB 12A 3POLE,12,Nos,Satyam,2750,58,1155,,,,
MPCB,MPCB 3P,MPCB 18A 3POLE,18,Nos,Satyam,3170,58,1331.4,,,,
MPCB,MPCB 3P,MPCB 25A 3POLE,25,Nos,Satyam,4315,58,1812.3,,,,
MPCB,MPCB 3P,MPCB 32A 3POLE,32,Nos,Satyam,9045,58,3798.9,,,,
MPCB,MPCB 3P,MPCB 38A 3POLE,38,Nos,Satyam,10550,58,4431,,,,
MPCB,MPCB 3P,MPCB 40A 3POLE,40,Nos,Satyam,14160,58,5947.2,,,,
MPCB,MPCB 3P,MPCB 50A 3POLE,50,Nos,Satyam,17230,58,7236.6,,,,
MPCB,MPCB 3P,MPCB 65A 3POLE,65,Nos,Satyam,23345,58,9804.9,,,,
MPCB,MPCB 3P,MPCB 80A 3POLE,80,Nos,Satyam,30365,58,12753.3,,,,
MPCB,MPCB 3P,MPCB 95A 3POLE,95,Nos,Satyam,36385,58,15281.7,,,,
VFD,GROUNFOSS,15KW VFD GROUNFOSS,15,Nos,Satyam,35528,0,35528,,,,
VFD,GROUNFOSS,22KW VFD GROUNFOSS,22,Nos,Satyam,51588,0,51588,,,,
VFD,FC,"15KW,20HP,380-480V FC-51",15,NOS,INNODRIVES DANFOSS,49636.4,0,49636.4,,,,
METAL BOX ,BOX,400 X 600 X 250 MM UPTO 5 HP METAL BOX ,5,NOS,,3000,0,3000,,,,
VFD,DELTA ME," 230V, 0.4KW / 0.5HP, Inbuilt detachable display unit",0.4,NOS,DELTA ME SERISE VFD2A8MS21ANSAA,9326.1,0,9326.1,,,,
VFD,DELTA ME,"230V, 0.75KW / 0.1HP, Inbuilt detachable display unit",0.75,NOS,DELTA ME SERISE VFD4A8MS21ANSAA,10692,0,10692,,,,
VFD,DELTA ME," 230V, 1.5KW / 2HP, Inbuilt detachable display unit",1.5,NOS,DELTA ME SERISE VFD7A5MS21ANSAA,10891.65,0,10891.65,,,,
VFD,DELTA ME," 230V, 2.2KW / 3HP, Inbuilt detachable display unit",2.2,NOS,DELTA ME SERISE VFD11AMS21ANSAA,12325.95,0,12325.95,,,,
VFD,DELTA ME," 415V, 4KW / 5HP, Inbuilt detachable display unit",4,NOS,DELTA ME SERISE VFD9A0MS43ANSAA,14771.4,0,14771.4,,,,
VFD,DELTA ME," 415V, 5.5KW / 7.5HP, Inbuilt detachable display unit",5.5,NOS,DELTA ME SERISE VFD13AMS43ANSAA,18274.2,0,18274.2,,,,
VFD,DELTA ME," 415V, 7.5KW / 10HP,  Inbuilt detachable display unit",7.5,NOS,DELTA ME SERISE VFD17AMS43ANSAA,20843.55,0,20843.55,,,,
METAL BOX,DEWATERING,METAL BOX FOR DEWATERING ,,NOS,DB ,1500,0,1500,,,,
CT COIL,1,300 AMP/5 CT COIL (1 HOLE) ,300,Nos,,5000,47,2650,,,,
,1,TERMINAL BLOCK ,,Nos,,200,0,200,,,,
CONTACTOR,XX,CONTACTOR 120 AMP M7,120,Nos,Satyam,43445,68,13902.4,,,,
METAL BOX,PANEL,METAL BOX 100 HP 3 VFD COMPARTMENT PANEL ,100,NOS,DB INDUSTRIES ,70000,0,70000,,,,
,TRANSFORMER,ISOLATION TRANSFORMER,,NOS,DB INDUSTRIES ,2000,0,2000,,,,
